,sampling rate,sampling width in bytes,nframes,nchannels
4139,48000,2,125167,2
414,44100,2,176400,2
4140,44100,2,176400,2
4142,48000,2,192000,2
4143,48000,2,192000,2
4146,44100,2,176400,2
4155,44100,2,176400,2
4158,48000,2,192000,2
4159,48000,2,192000,2
4160,48000,2,192000,2
4161,44100,2,176400,2
4162,48000,2,192000,2
4163,48000,2,192000,2
4164,48000,2,192000,2
4166,48000,2,192000,2
4168,48000,2,153600,2
4169,48000,2,192000,2
417,48000,2,192000,2
4170,48000,2,192000,2
4171,48000,2,46080,2
4172,48000,2,192000,2
4174,48000,2,192000,2
4175,48000,2,192000,2
4178,44100,2,176400,2
4179,16000,2,63520,1
418,44100,2,54110,2
4180,48000,2,192000,2
4181,48000,2,192000,2
4182,44100,2,176400,2
4183,44100,2,176400,2
4184,16000,2,64000,1
4189,48000,2,111360,2
419,44100,2,176400,2
4190,48000,2,186574,2
4191,48000,2,192000,2
4193,16000,2,64000,1
4197,44100,2,176400,2
4198,44100,2,176400,2
4199,44100,2,176400,2
42,48000,2,192000,2
4200,48000,2,192000,2
4201,8000,2,32000,2
4203,44100,2,104369,2
4204,44100,2,19662,2
4205,48000,2,192000,2
4206,44100,2,176400,2
4207,48000,2,192000,2
4210,44100,2,176400,2
4216,48000,2,192000,2
4217,44100,2,176400,2
4218,48000,2,28695,2
4220,44100,2,176400,2
4222,48000,2,192000,2
4224,44100,2,176400,2
4226,48000,2,91505,2
4227,48000,2,192000,2
4228,48000,2,192000,2
423,44100,2,176400,2
4231,44100,2,176400,2
4232,48000,2,192000,2
4234,48000,2,192000,2
4235,48000,2,192000,2
4236,24000,2,96000,2
4239,48000,2,192000,2
4241,48000,2,192000,2
4242,48000,2,192000,2
4244,22050,1,88200,1
4246,48000,2,192000,2
4247,24000,2,96000,2
4248,44100,2,176400,2
4249,48000,2,192000,1
425,48000,2,192000,2
4252,48000,2,51637,2
4253,44100,2,176400,2
4254,48000,2,192000,2
4255,24000,2,96000,2
4256,48000,2,192000,2
4257,48000,2,192000,2
426,48000,2,192000,2
4260,48000,2,114152,2
4262,24000,2,96000,2
4263,48000,2,192000,2
4265,44100,2,176400,2
4267,48000,2,192000,2
427,44100,2,176400,1
4272,48000,2,192000,2
4273,48000,2,99840,2
4274,48000,2,192000,2
4277,44100,2,176400,2
4278,44100,2,176400,2
4279,44100,2,21168,2
428,44100,2,176400,2
4281,44100,2,176400,2
4285,48000,2,192000,2
4286,44100,2,176400,2
4287,44100,2,176400,2
4288,44100,2,176400,2
4289,48000,2,192000,2
429,44100,2,176400,2
4290,48000,2,192000,2
4291,48000,2,192000,2
4293,48000,2,192000,2
4297,44100,2,176400,2
4299,44100,2,176400,2
43,44100,2,176400,2
430,44100,2,176400,2
4301,44100,2,176400,2
4303,48000,2,21562,1
4307,48000,2,192000,2
4311,48000,2,192000,2
4313,44100,2,176400,2
4314,48000,2,192000,2
4316,48000,2,192000,2
4317,44100,2,176400,2
4319,44100,2,176400,2
4320,48000,2,192000,1
4323,44100,2,176400,2
4324,44100,2,60417,2
4326,44100,2,176400,2
4327,44100,2,176400,2
4328,44100,2,176400,2
4331,44100,2,107398,1
4333,44100,2,176400,2
4335,48000,2,192000,2
4337,44100,2,176400,2
4338,48000,2,192000,2
4341,48000,2,32428,1
4346,44100,2,90846,2
4349,96000,2,107469,2
435,16000,2,64000,1
4350,44100,2,176400,1
4351,44100,2,176400,2
4352,44100,2,176400,2
4353,44100,2,176400,2
4356,44100,2,176400,2
4358,48000,2,192000,2
4359,44100,2,176400,2
436,44100,2,176400,2
4361,48000,2,192000,1
4362,44100,2,176400,2
4363,44100,2,176400,2
4364,44100,2,176400,2
4365,96000,2,270429,2
4366,44100,2,176400,2
4367,48000,2,192000,2
4369,44100,2,14900,2
437,44100,2,176400,2
4371,48000,2,192000,2
4372,44100,2,176400,2
4374,48000,2,192000,2
4375,44100,2,172431,2
4378,44100,2,176400,2
4379,48000,2,192000,1
438,48000,2,192000,1
4381,48000,2,192000,2
4382,44100,2,176400,2
4384,44100,2,176400,2
4386,16000,1,64000,2
4389,48000,2,148320,2
4390,44100,2,176400,2
4392,48000,2,192000,2
4393,48000,2,192000,2
4394,48000,2,192000,2
4396,44100,2,176400,2
4397,44100,2,54108,2
44,44100,2,176400,2
440,44100,2,176400,2
4400,48000,2,192000,2
4401,44100,2,176400,2
4406,48000,2,47331,2
4408,44100,2,118188,2
4411,44100,2,176400,2
4412,48000,2,192000,2
4413,44100,2,176400,2
4415,48000,2,192000,2
4416,44100,2,51597,2
4417,44100,2,176400,2
4418,44100,2,176400,2
442,44100,2,176400,2
4420,44100,2,176400,2
4422,44100,2,176400,2
4424,44100,2,176400,2
4425,48000,2,192000,2
4426,44100,2,44541,2
4427,44100,2,176400,2
4428,48000,2,192000,2
4429,44100,2,9148,2
4430,44100,2,176400,2
4431,48000,2,192000,2
4432,48000,2,192000,2
4433,48000,2,192000,2
4436,48000,2,192000,2
4437,44100,2,41454,2
4438,48000,2,192000,2
4439,44100,2,176400,2
444,44100,2,176400,2
4440,44100,2,176400,2
4442,48000,2,30510,2
4443,48000,2,192000,2
4444,44100,2,176400,2
4446,44100,2,176400,2
4449,44100,2,176400,2
445,48000,2,192000,2
4450,48000,2,192000,2
4451,11025,1,44100,1
4453,44100,2,176400,2
4454,44100,2,176400,2
4456,44100,2,176400,2
4458,48000,2,61718,2
4459,48000,2,25920,2
446,48000,2,192000,2
4461,44100,2,114604,2
4462,48000,2,67459,2
4463,48000,2,192000,2
4464,48000,2,192000,2
4467,48000,2,192000,2
447,48000,2,192000,2
4472,44100,2,176400,2
4473,44100,2,176400,2
4474,48000,2,192000,2
4475,44100,2,35280,2
4476,48000,2,192000,2
4480,44100,2,176400,2
4481,44100,2,176400,2
4482,48000,2,192000,1
4483,44100,2,176400,2
4485,48000,2,60266,2
4486,24000,2,96000,2
4487,44100,2,176400,2
449,44100,2,176400,2
4490,48000,2,192000,2
4491,48000,2,140640,2
4492,48000,2,192000,1
4493,44100,2,176400,2
4498,44100,2,176400,2
4499,48000,2,192000,2
45,44100,2,176400,2
450,44100,2,176400,2
4500,48000,2,192000,2
4502,44100,2,176400,2
4503,48000,2,192000,2
4504,44100,2,176400,2
4506,44100,2,176400,2
4509,48000,2,192000,2
4510,44100,2,176400,2
4511,44100,2,176400,2
4513,44100,2,21168,1
4514,44100,2,176400,2
4515,48000,2,192000,2
452,48000,2,192000,2
4521,44100,2,176400,2
4522,44100,2,176400,2
4523,48000,2,192000,2
4525,48000,2,192000,2
4526,48000,2,192000,2
4527,48000,2,192000,2
4528,48000,2,192000,2
4529,48000,2,192000,2
453,48000,2,192000,2
4530,48000,2,192000,2
4531,48000,2,192000,2
4532,48000,2,192000,2
4534,44100,2,176400,2
4535,48000,2,192000,2
4536,44100,2,176400,2
4539,48000,2,192000,2
454,48000,2,192000,2
4540,48000,2,192000,2
4541,48000,2,192000,2
4542,44100,2,176400,2
4545,44100,2,176400,2
4547,44100,2,176400,2
4549,48000,2,192000,2
455,48000,2,192000,2
4554,44100,2,176400,1
4556,48000,2,192000,2
4557,44100,2,176400,2
4559,48000,2,192000,2
456,44100,2,63504,2
4561,44100,2,36502,2
4562,44100,2,176400,2
4563,48000,2,192000,2
4566,44100,2,176400,2
4568,44100,2,15435,2
4569,44100,2,176400,2
457,44100,2,66150,2
4570,44100,2,176400,2
4571,44100,2,133623,2
4572,48000,2,192000,2
4573,44100,2,176400,2
4574,48000,2,192000,2
4575,48000,2,192000,2
4578,48000,2,192000,2
4581,48000,2,192000,2
4583,32000,2,128000,1
4584,44100,2,176400,2
4585,44100,2,176400,2
4589,48000,2,192000,2
459,44100,2,176400,2
4592,44100,2,176400,2
4595,44100,2,74765,2
4598,96000,2,384000,2
4599,44100,2,176400,2
46,48000,2,192000,2
4601,44100,2,176400,2
4602,48000,2,192000,2
4604,44100,2,176400,2
4607,48000,2,22342,1
4609,44100,2,176400,2
461,44100,2,176400,2
4610,44100,2,176400,2
4611,44100,2,15435,1
4612,48000,2,192000,2
4613,48000,2,192000,2
4614,48000,2,192000,2
4616,11025,2,44100,2
4617,44100,2,176400,2
4618,44100,2,176400,2
4619,44100,2,176400,2
462,48000,2,192000,2
4622,44100,2,30739,2
4623,48000,2,192000,2
4625,44100,2,176400,2
4628,48000,2,192000,2
4629,48000,2,192000,2
4630,44100,2,176400,1
4632,44100,2,176400,2
4633,44100,2,176400,2
4634,48000,2,192000,2
4635,44100,2,176400,2
4636,44100,2,176400,2
4637,48000,2,192000,2
464,44100,2,176400,2
4640,44100,2,176400,2
4641,44100,2,10853,2
4643,44100,2,176400,1
4645,44100,2,176400,2
4646,48000,2,192000,2
4647,48000,2,192000,2
4648,48000,2,192000,2
4650,48000,2,192000,2
4651,44100,2,176400,2
4652,44100,2,176400,2
4653,48000,2,192000,2
4655,44100,2,176400,2
4657,48000,2,192000,2
4658,44100,2,176400,2
4659,44100,2,176400,2
4661,44100,2,176400,2
4662,48000,2,192000,1
4663,44100,2,176400,2
4665,16000,2,64000,1
4666,44100,2,176400,2
4667,44100,2,176400,2
4668,44100,2,176400,2
4669,44100,2,176400,2
467,48000,2,192000,2
4672,44100,2,176400,2
4674,48000,2,192000,2
4676,44100,2,167085,2
4677,48000,2,173760,2
4679,48000,2,192000,2
468,44100,2,176400,2
4680,44100,2,176400,2
4682,44100,2,176400,2
4683,48000,2,192000,2
4684,48000,2,192000,2
4685,44100,2,176400,1
4686,48000,2,192000,2
4688,44100,2,176400,2
4690,96000,2,384000,2
4692,44100,2,176400,2
4693,48000,2,192000,2
4695,48000,2,192000,2
4697,44100,2,176400,2
4698,48000,2,192000,2
47,44100,2,176400,2
470,22050,1,88200,1
4702,44100,2,176400,2
4703,44100,2,174195,2
4704,48000,2,144328,2
4705,44100,2,176400,2
4707,44100,2,176400,1
4708,44100,2,176400,2
471,44100,2,176400,2
4714,48000,2,192000,2
4715,44100,2,45423,2
4716,44100,2,56007,2
4718,44100,2,176400,2
472,44100,2,50145,2
4721,44100,2,176400,2
4722,48000,2,192000,2
4723,48000,2,192000,2
4724,44100,2,176400,2
4725,44100,2,176400,2
4726,24000,2,96000,2
4728,44100,2,176400,2
4729,48000,2,120480,2
473,48000,2,192000,2
4730,48000,2,114699,2
4732,48000,2,192000,2
4733,44100,2,176400,2
4735,44100,2,176400,2
4736,44100,2,71748,2
4737,44100,2,176400,2
4739,44100,2,125244,2
474,48000,2,51840,2
4740,48000,2,192000,2
4741,48000,2,192000,2
4742,48000,2,67950,2
4743,48000,2,192000,2
4745,48000,2,192000,2
4746,44100,2,176400,2
4747,44100,2,38689,1
4748,44100,2,176400,2
4749,44100,2,176400,2
475,48000,2,192000,2
4750,44100,2,176400,2
4752,44100,2,58653,2
4753,44100,2,176400,2
4754,44100,2,176400,2
4755,48000,2,192000,1
4756,48000,2,192000,2
4758,44100,2,176400,2
4759,44100,2,176400,2
4762,48000,2,192000,2
4763,44100,2,176400,2
4764,48000,2,192000,2
4766,48000,2,192000,2
4767,44100,2,176400,2
4769,48000,2,192000,2
477,48000,2,78720,2
4770,48000,2,192000,2
4775,48000,2,192000,2
4776,48000,2,192000,2
4778,44100,2,176400,2
4781,44100,2,176400,2
4783,48000,2,192000,2
4784,44100,2,176400,2
4785,48000,2,192000,2
4786,48000,2,192000,2
4787,48000,2,192000,2
4788,44100,2,176400,2
4789,48000,2,192000,1
479,44100,2,176400,2
4790,44100,2,176400,2
4791,44100,2,176400,2
4792,48000,2,192000,2
4793,44100,2,22491,2
4794,48000,2,192000,2
4795,44100,2,176400,2
4796,44100,2,56250,1
4799,48000,2,192000,2
48,48000,2,8606,2
480,48000,2,192000,2
4800,44100,2,176400,2
4801,48000,2,192000,2
4803,44100,2,176400,2
4804,44100,2,176400,2
4805,48000,2,192000,1
4806,44100,2,176400,2
4807,48000,2,192000,2
4810,44100,2,176400,2
482,44100,2,176400,2
4820,44100,2,176400,2
4821,44100,2,176400,2
4822,44100,2,176400,2
4823,44100,2,176400,2
4824,44100,2,176400,2
4826,48000,2,192000,2
4827,48000,2,192000,2
4828,44100,2,176400,2
4829,44100,2,176400,2
4830,44100,2,93460,2
4832,48000,2,192000,2
4833,48000,2,192000,2
4834,22050,1,88200,1
4835,48000,2,192000,1
4836,44100,2,176400,2
4837,48000,2,192000,2
4839,48000,2,192000,2
484,48000,2,192000,2
4840,48000,2,192000,2
4842,48000,2,25794,2
4843,48000,2,192000,1
4844,48000,2,192000,2
4846,48000,2,192000,2
4847,44100,2,59094,2
485,48000,2,192000,2
4851,44100,2,176400,2
4852,48000,2,192000,2
4853,48000,2,192000,2
4854,44100,2,176400,2
4857,44100,2,176400,2
4858,48000,2,192000,2
486,48000,2,192000,2
4860,48000,2,110880,2
4861,48000,2,192000,2
4863,44100,2,176400,1
4864,44100,2,78339,2
4866,48000,2,192000,2
4867,48000,2,192000,2
4870,44100,2,176400,2
4873,48000,2,192000,2
4877,48000,2,192000,2
4879,48000,2,192000,1
488,48000,2,192000,1
4880,22050,2,25735,1
4881,48000,2,192000,2
4883,44100,2,176400,2
4884,48000,2,192000,2
4886,44100,2,176400,2
4887,48000,2,19514,1
4888,48000,2,192000,2
4889,44100,2,176400,2
489,48000,2,192000,2
4890,44100,2,176400,2
4894,48000,2,192000,2
4895,48000,2,12960,1
4896,48000,2,192000,2
4899,48000,2,60960,2
49,48000,2,192000,2
4900,44100,2,176400,2
4902,44100,2,176400,2
4903,44100,2,176400,2
4904,48000,2,192000,2
4905,44100,2,176400,2
4906,44100,2,176400,2
4907,44100,2,176400,2
4909,44100,2,176400,2
491,44100,2,176400,2
4911,48000,2,192000,2
4912,44100,2,176400,2
4913,44100,2,176400,2
4914,44100,2,176400,2
4916,48000,2,192000,2
4917,48000,2,192000,2
4918,48000,2,192000,2
4919,48000,2,192000,2
4920,44100,2,176400,2
4921,44100,2,5284,2
4923,48000,2,73920,2
4924,48000,2,192000,2
4925,44100,2,176400,2
4926,48000,2,26880,2
4927,44100,2,176400,2
4928,44100,2,176400,2
493,16000,2,64000,1
4931,48000,2,192000,2
4934,44100,2,11025,2
4937,48000,2,192000,2
4938,48000,2,192000,2
4940,96000,2,112320,2
4942,44100,2,176400,2
4943,44100,2,7897,2
4945,48000,2,192000,1
4947,44100,2,176400,2
4948,48000,2,192000,2
495,44100,2,176400,2
4950,44100,2,176400,2
4952,44100,2,27342,2
4953,48000,2,93595,2
4956,48000,2,192000,2
4959,44100,2,47866,2
4960,44100,2,176400,2
4961,44100,2,176400,2
4962,48000,2,192000,2
4963,48000,2,192000,2
4964,48000,2,192000,2
4965,44100,2,176400,2
4966,48000,2,192000,2
4968,48000,2,192000,1
497,44100,2,176400,2
4970,44100,2,176400,2
4972,44100,2,176400,2
4973,44100,2,176400,2
4974,48000,2,69600,2
4976,48000,2,192000,2
498,44100,2,176400,2
4984,48000,2,192000,2
4985,48000,2,52320,2
4986,48000,2,17561,2
4988,44100,2,176400,2
4989,48000,2,192000,2
4990,44100,2,176400,2
4991,48000,2,192000,2
4992,44100,2,176400,2
4993,44100,2,176400,2
4994,44100,2,16275,2
4996,44100,2,176400,2
4997,48000,2,192000,2
50,48000,2,192000,2
500,48000,2,44946,2
5001,48000,2,186609,2
5002,44100,2,176400,2
5003,48000,2,192000,2
5004,44100,2,176400,2
5005,48000,2,192000,2
501,48000,2,192000,2
5010,44100,2,176400,2
5011,44100,2,176400,2
5013,48000,2,20140,2
5017,48000,2,73440,2
5019,48000,2,192000,2
5021,44100,2,176400,2
5022,48000,2,192000,2
5023,48000,2,168000,1
5025,48000,2,192000,2
5028,44100,2,122157,2
5029,44100,2,176400,2
5031,44100,2,132628,2
5032,48000,2,192000,2
5033,48000,2,78720,2
5034,44100,2,176400,2
5035,48000,2,192000,2
5037,44100,2,176400,2
5038,44100,2,176400,2
5040,48000,2,192000,2
5042,48000,2,192000,2
5043,44100,2,10937,2
5044,48000,2,192000,1
5045,48000,2,192000,2
5046,44100,2,176400,2
5049,44100,2,176400,2
5051,48000,2,192000,2
5052,44100,2,176400,2
5055,48000,2,192000,1
5057,48000,2,51275,2
5058,44100,2,176400,2
5059,48000,2,192000,2
506,44100,2,176400,2
5060,48000,2,192000,2
5063,48000,2,192000,2
5064,44100,2,176400,2
5065,44100,2,176400,2
5067,48000,2,192000,2
5068,48000,2,49690,2
5069,44100,2,176400,2
507,44100,2,45282,2
5071,44100,2,176400,2
5072,44100,2,176400,2
5073,44100,2,176400,2
5074,48000,2,192000,2
5075,44100,2,176400,2
5076,48000,2,192000,2
5077,44100,2,176400,2
5081,48000,2,192000,2
5082,44100,2,176400,2
5084,48000,2,192000,2
5085,44100,2,176400,2
5088,48000,2,192000,2
5089,44100,2,176400,2
509,48000,2,192000,2
5092,44100,2,176400,2
5094,44100,2,176400,2
5095,44100,2,176400,2
5096,44100,2,176400,2
5099,48000,2,192000,2
5100,48000,2,192000,2
5103,44100,2,176400,2
5106,48000,2,192000,2
5107,48000,2,18240,2
5109,44100,2,176400,2
511,44100,2,176400,2
5110,96000,2,146880,2
5112,44100,2,41431,2
5114,44100,2,176400,2
5117,24000,2,96000,2
5118,48000,2,192000,2
5119,44100,2,27342,2
512,48000,2,192000,1
5121,44100,2,176400,2
5122,44100,2,176400,2
5125,44100,2,176400,2
5127,48000,2,192000,2
5128,44100,2,176400,2
5129,44100,2,176400,2
513,48000,2,175486,2
5130,44100,2,176400,2
5132,48000,2,16573,2
5133,44100,2,176400,2
5134,48000,2,192000,2
5135,44100,2,176400,2
5138,48000,2,192000,2
5140,44100,2,176400,2
5141,48000,2,192000,2
5142,44100,2,176400,2
5146,48000,2,192000,1
5147,48000,2,45120,1
5148,48000,2,192000,1
5149,44100,2,176400,2
515,48000,2,192000,2
5151,48000,2,192000,2
5154,48000,2,192000,2
5157,44100,2,176400,2
5158,48000,2,27701,2
5159,48000,2,192000,2
516,44100,2,176400,2
5165,44100,2,128175,2
5169,48000,2,192000,2
5171,48000,2,192000,2
5172,44100,2,102656,2
5173,44100,2,176400,2
5174,48000,2,192000,2
5175,48000,2,192000,2
5176,48000,2,16800,1
5177,48000,2,192000,2
5178,48000,2,25813,2
5180,48000,2,140160,2
5181,44100,2,21510,1
5183,44100,2,176400,2
5186,44100,2,176400,2
5188,48000,2,192000,2
5189,48000,2,192000,2
519,48000,2,192000,2
5190,48000,2,192000,2
5191,44100,2,176400,2
5195,48000,2,192000,2
5196,48000,2,192000,2
5198,24000,2,96000,2
5199,48000,2,192000,2
52,44100,2,63945,2
520,48000,2,192000,1
5200,48000,2,192000,2
5201,48000,2,192000,2
5202,48000,2,192000,2
5205,44100,2,104069,2
5206,44100,2,176400,1
5209,44100,2,176400,2
5210,24000,2,96000,2
5211,44100,2,142002,2
5214,48000,2,192000,2
5216,48000,2,192000,2
5217,48000,2,192000,2
5218,44100,2,176400,1
5219,44100,2,176400,2
522,44100,2,176400,2
5221,44100,2,176400,2
5223,48000,2,192000,2
5225,11025,2,44100,2
5226,44100,2,176400,2
5227,48000,2,192000,2
5228,44100,2,176400,2
523,44100,2,88540,2
5233,44100,2,176400,2
5234,48000,2,192000,2
5236,44100,2,176400,2
5237,44100,2,176400,2
5239,44100,2,176400,2
524,48000,2,192000,2
5241,44100,2,122157,1
5243,48000,2,192000,2
5244,44100,2,176400,2
5246,48000,2,192000,2
5247,48000,2,192000,2
5248,48000,2,192000,2
525,48000,2,192000,2
5251,44100,2,176400,2
5253,44100,2,176400,2
5255,48000,2,192000,2
5257,44100,2,176400,2
5259,48000,2,192000,2
5262,48000,2,192000,2
5263,48000,2,192000,2
5264,48000,2,192000,2
5265,48000,2,192000,2
5266,48000,2,192000,1
5268,48000,2,192000,2
527,44100,2,176400,2
5270,44100,2,176400,2
5271,96000,2,105600,2
5272,22050,1,88200,1
5277,44100,2,176400,2
5278,48000,2,192000,2
5279,48000,2,192000,2
528,48000,2,165600,2
5281,44100,2,67914,2
5283,44100,2,176400,2
5284,44100,2,176400,2
5289,48000,2,192000,2
5290,44100,2,176400,2
5291,44100,2,176400,2
5292,44100,2,176400,2
5294,48000,2,192000,2
5297,44100,2,176400,2
5299,48000,2,60960,2
5302,48000,2,192000,2
5304,48000,2,192000,2
5307,48000,2,192000,2
5308,44100,2,176400,2
5309,44100,2,176400,2
5310,44100,2,57771,1
5312,44100,2,176400,2
5313,48000,2,39285,2
5314,44100,2,32876,2
5315,48000,2,192000,2
5316,48000,2,192000,1
5319,44100,2,176400,2
532,44100,2,176400,2
5320,44100,2,176400,2
5321,44100,2,40945,2
5322,44100,2,46305,2
5323,48000,2,192000,2
5324,44100,2,176400,2
5326,44100,2,176400,2
5328,44100,2,176400,2
5329,48000,2,60480,1
533,44100,2,176400,2
5331,48000,2,192000,2
5333,48000,2,192000,2
5336,44100,2,176400,2
5338,44100,2,176400,2
534,44100,2,176400,2
5340,44100,2,176400,2
5343,44100,2,14068,2
5344,48000,2,192000,2
5345,48000,2,192000,2
5347,44100,2,176400,2
5348,48000,2,192000,2
5350,44100,2,176400,2
5351,44100,2,176400,2
5352,48000,2,192000,2
5353,44100,2,29330,2
5356,44100,2,176400,2
5357,44100,2,122598,2
5359,48000,2,192000,2
5360,44100,2,58212,2
5361,48000,2,192000,1
5364,48000,2,192000,2
5369,48000,2,192000,2
537,48000,2,56931,2
5370,48000,2,192000,2
5371,44100,2,176400,2
5373,44100,2,176400,2
5374,48000,2,192000,2
5376,44100,2,176400,2
5378,48000,2,64800,2
538,48000,2,192000,2
5380,48000,2,192000,2
5382,44100,2,176400,2
5384,44100,2,176400,2
5385,44100,2,126126,2
5389,48000,2,192000,2
5390,48000,2,192000,2
5391,48000,2,192000,2
5394,48000,2,192000,2
5395,48000,2,192000,2
5397,48000,2,192000,1
5398,48000,2,192000,2
54,44100,2,176400,2
540,44100,2,176400,2
5400,44100,2,142443,2
5403,48000,2,192000,2
5405,44100,2,58541,2
5406,48000,2,192000,2
5407,48000,2,192000,2
5409,48000,2,113760,2
5411,44100,2,176400,2
5412,48000,2,176541,2
5414,22050,2,88200,1
5415,48000,2,192000,2
5416,44100,2,176400,2
5417,44100,2,176400,2
5418,44100,2,176400,2
542,48000,2,192000,2
5423,22050,1,88200,1
5426,44100,2,81067,2
5427,44100,2,176400,2
5429,44100,2,176400,2
543,48000,2,192000,2
5432,44100,2,176400,2
5433,22050,2,88200,2
5435,44100,2,176400,2
5436,48000,2,192000,2
5437,44100,2,176400,2
5438,48000,2,192000,2
544,48000,2,192000,2
5441,44100,2,176400,2
5444,44100,2,176400,2
5445,44100,2,176400,2
5447,48000,2,192000,2
5448,44100,2,19213,2
5452,48000,2,192000,2
5456,48000,2,192000,2
5459,44100,2,176400,2
5460,44100,2,176400,2
5461,44100,2,176400,2
5465,48000,2,192000,2
5466,48000,2,192000,2
547,44100,2,176400,2
5472,48000,2,192000,1
5473,48000,2,192000,2
5476,48000,2,192000,1
5477,44100,2,176400,2
5480,44100,2,176400,2
5481,44100,2,92160,2
5483,44100,2,176400,2
5486,44100,2,176400,2
5487,48000,2,192000,1
5488,44100,2,176400,2
5489,48000,2,192000,2
549,44100,2,176400,2
5492,48000,2,192000,2
5493,48000,2,192000,2
5494,44100,2,88641,2
5495,44100,2,176400,2
5497,48000,2,33120,2
5498,48000,2,192000,2
5499,48000,2,192000,2
5503,48000,2,192000,2
5504,48000,2,192000,2
5505,48000,2,192000,2
5507,48000,2,92640,2
5508,48000,2,192000,2
5509,44100,2,176400,2
551,44100,2,176400,2
5511,48000,2,192000,2
5512,48000,2,192000,2
5513,48000,2,27689,2
5514,44100,2,11466,2
5515,44100,2,37307,2
5518,44100,2,176400,2
5519,48000,2,192000,2
5521,44100,2,176400,2
5522,48000,2,192000,2
5523,48000,2,192000,2
5524,48000,2,17725,1
5526,48000,2,192000,2
5528,48000,2,192000,1
5530,48000,2,46080,2
5533,48000,2,192000,2
5534,44100,2,176400,2
5535,48000,2,192000,2
5537,48000,2,192000,2
554,44100,2,176400,2
5540,44100,2,176400,2
5542,48000,2,192000,2
5543,48000,2,192000,2
5544,48000,2,192000,2
5545,44100,2,176400,2
5546,44100,2,176400,2
5547,44100,2,176400,2
5548,48000,2,192000,2
555,48000,2,192000,1
5553,96000,2,101760,2
5554,44100,2,176400,2
5556,44100,2,176400,2
5557,48000,2,192000,2
5558,44100,2,176400,2
5559,48000,2,192000,2
556,48000,2,192000,2
5560,48000,2,192000,2
5561,44100,2,176400,2
5562,44100,2,176400,2
5564,48000,2,192000,1
5565,48000,2,192000,2
5566,44100,2,176400,2
557,48000,2,192000,2
5570,48000,2,192000,1
5571,44100,2,176400,2
5572,44100,2,176400,2
5574,44100,2,176400,2
5577,44100,2,176400,2
5582,48000,2,192000,2
5583,44100,2,176400,2
5585,44100,2,27783,2
5586,44100,2,176400,2
5587,48000,2,9600,2
5588,44100,2,176400,2
5589,48000,2,38197,2
559,44100,2,176400,2
5592,48000,2,192000,2
5594,48000,2,192000,2
5597,44100,2,176400,2
5598,48000,2,192000,2
5599,48000,2,192000,2
56,44100,2,176400,2
560,44100,2,176400,2
5600,24000,2,96000,2
5601,48000,2,192000,2
5605,48000,2,167520,2
5607,44100,2,176400,2
5609,48000,2,192000,2
561,48000,2,192000,2
5610,48000,2,192000,2
5611,44100,2,176400,2
5612,44100,2,55125,2
5613,48000,2,192000,1
5614,44100,2,176400,2
5615,44100,2,38352,2
5616,44100,2,176400,2
5619,44100,2,176400,2
562,44100,2,176400,2
5623,48000,2,192000,2
5624,44100,2,176400,2
5625,44100,2,176400,2
5626,48000,2,192000,2
5627,48000,2,192000,2
5628,48000,2,192000,2
5631,44100,2,176400,2
5634,48000,2,53760,1
5635,48000,2,124800,2
5637,44100,2,176400,2
5638,48000,2,192000,2
5639,48000,2,32942,2
564,44100,2,176400,2
5640,44100,2,176400,2
5641,44100,2,115101,2
5642,24000,2,96000,2
5644,44100,2,176400,2
5645,44100,2,176400,2
5649,44100,2,28576,2
565,44100,2,176400,2
5650,48000,2,192000,2
5652,44100,2,176400,2
5653,44100,2,176400,2
5654,48000,2,21600,2
5655,48000,2,192000,1
5658,48000,2,192000,2
5659,44100,2,176400,2
566,44100,2,176400,2
5660,44100,2,9231,2
5661,44100,2,176400,2
5662,44100,2,176400,2
5663,44100,2,176400,2
5664,48000,2,192000,2
5668,48000,2,192000,2
5669,48000,2,10803,2
567,48000,2,192000,1
5670,44100,2,90664,2
5671,44100,2,176400,2
5672,48000,2,45955,2
5673,44100,2,176400,2
5676,24000,2,96000,2
5678,48000,2,192000,2
568,44100,2,176400,2
5680,48000,2,192000,2
5681,44100,2,176400,2
5682,44100,2,176400,2
5683,44100,2,176400,2
5684,44100,2,176400,2
5687,44100,2,176400,2
5689,44100,2,176400,2
569,44100,2,176400,2
5690,44100,2,19647,1
5691,48000,2,192000,2
5692,44100,2,176400,2
5695,44100,2,176400,2
5697,44100,2,176400,2
5698,48000,2,56160,2
5699,48000,2,192000,2
57,44100,2,93051,2
570,44100,2,111573,1
5701,48000,2,192000,2
5702,48000,2,192000,2
5704,44100,2,176400,2
5705,44100,2,176400,2
5706,24000,2,96000,2
5707,48000,2,87360,2
5709,48000,2,192000,2
571,44100,2,48069,2
5710,44100,2,176400,2
5711,48000,2,134400,2
5712,48000,2,38880,2
5713,44100,2,48450,2
5714,44100,2,176400,2
5715,44100,2,176400,2
5716,48000,2,75840,2
5719,48000,2,192000,1
572,44100,2,176400,2
5721,44100,2,176400,2
5722,44100,2,176400,2
5723,48000,2,192000,2
5724,48000,2,192000,2
5725,44100,2,176400,2
5726,48000,2,192000,2
573,44100,2,30310,2
5730,44100,2,176400,2
5731,48000,2,192000,2
5732,48000,2,192000,1
5733,48000,2,192000,2
5734,44100,2,176400,2
5735,44100,2,176400,2
